Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,L,M,temp_diff,TorqueSpeed,Torque_per_rpm,Air temperature [K]_zscore_abs,Process temperature [K]_zscore_abs,Rotational speed [rpm]_zscore_abs,Torque [Nm]_zscore_abs,Tool wear [min]_zscore_abs,Tool_wear_bin,TempDiff_x_ToolWear,anomaly_score,anomaly_flag
M,298.8,310.1,1585,31.3,147,0,0,0,0,0,0,False,True,11.300000000000011,49610.5,0.01974763406940063,0.6023870860748813,0.06365021357360791,0.2578248771272104,0.8713981092318684,0.6134557143982157,high,1661.1000000000017,0.18355084928366178,0
H,298.8,310.1,1704,30.7,150,0,0,0,0,0,0,False,False,11.300000000000011,52312.799999999996,0.018016431924882628,0.6023870860748813,0.06365021357360791,0.9215758885766568,0.9315850877477184,0.6605854012837863,high,1695.0000000000018,0.15885787809693208,0
L,298.9,310.2,1971,23.2,155,0,0,0,0,0,0,True,False,11.300000000000011,45727.2,0.011770674784373414,0.5523935523364334,0.13104772900517578,2.410832359643902,1.683922319195842,0.739134879426404,high,1751.5000000000018,0.08207670937194089,0
L,299.0,310.3,1431,39.9,157,0,0,0,0,0,0,True,False,11.300000000000011,57096.9,0.027882599580712788,0.502400018597957,0.19844524443678194,0.6011470200426614,0.008718083838020458,0.770554670683451,high,1774.1000000000017,0.19300134784884865,0
L,298.9,310.4,1546,37.7,159,0,0,0,0,0,0,True,False,11.5,58284.200000000004,0.02438551099611902,0.5523935523364334,0.2658427598683498,0.04029303303873637,0.22940367172946957,0.801974461940498,high,1828.5,0.1888031040313749,0
L,298.9,310.3,1496,36.3,161,0,0,0,0,0,0,True,False,11.400000000000034,54304.799999999996,0.024264705882352938,0.5523935523364334,0.19844524443678194,0.23859394656187136,0.36983995493311983,0.8333942531975451,high,1835.4000000000055,0.18895641457130347,0
H,298.9,310.3,1243,63.0,163,0,0,0,0,0,0,False,False,11.400000000000034,78309.0,0.050683829444891394,0.5523935523364334,0.19844524443678194,1.6497620633409464,2.3084805890221998,0.8648140444545922,high,1858.2000000000055,0.01545780079275716,0
L,299.0,310.4,1452,46.2,168,0,0,0,0,0,0,True,False,11.399999999999977,67082.40000000001,0.03181818181818182,0.502400018597957,0.2658427598683498,0.4840144886104062,0.6232451905784037,0.9433635225972099,high,1915.1999999999962,0.17649227065317558,0
L,299.1,310.6,1380,44.7,170,0,0,0,0,0,0,True,False,11.5,61686.00000000001,0.03239130434782609,0.4524064848594807,0.40063779073156214,0.8856117392352812,0.47277774428877894,0.974783313854257,high,1955.0,0.16625528700880587,0
L,299.2,310.6,1567,38.4,172,0,0,0,0,0,0,True,False,11.400000000000034,60172.799999999996,0.02450542437779196,0.40241295112103276,0.40063779073156214,0.15742556447099162,0.15918553012764514,1.006203105111304,high,1960.8000000000059,0.1838592640543848,0
L,299.1,310.5,1628,35.9,174,0,0,0,0,0,0,True,False,11.399999999999977,58445.2,0.022051597051597052,0.4524064848594807,0.333240275299956,0.49766767958373304,0.4099646072770196,1.0376228963683511,high,1983.599999999996,0.16837545455785163,0
L,299.1,310.4,1505,46.1,176,0,0,0,0,0,0,True,False,11.299999999999955,69380.5,0.030631229235880398,0.4524064848594807,0.2658427598683498,0.18839429023376197,0.6132140274924285,1.0690426876253982,high,1988.799999999992,0.17019409152554188,0
M,299.0,310.3,1827,28.0,178,0,0,0,0,0,0,False,True,11.300000000000011,51156.0,0.01532567049808429,0.502400018597957,0.19844524443678194,1.6076378583941517,1.2024264910690428,1.1004624788824453,high,2011.400000000002,0.10864660927030256,0
L,299.0,310.3,1577,40.0,181,0,0,0,0,0,0,True,False,11.300000000000011,63080.0,0.025364616360177554,0.502400018597957,0.19844524443678194,0.21320296039111317,0.001313079247954664,1.147592165768016,high,2045.300000000002,0.17675408603442633,0
L,298.9,310.2,1304,57.2,183,0,0,0,0,0,0,True,False,11.300000000000011,74588.8,0.04386503067484663,0.5523935523364334,0.13104772900517578,1.309519948228205,1.7266731300356513,1.179011957025063,high,2067.900000000002,0.07676514088577868,0
H,298.9,310.1,1324,54.6,185,0,0,0,0,0,0,False,False,11.200000000000045,72290.40000000001,0.041238670694864046,0.5523935523364334,0.06365021357360791,1.1979651563879619,1.4658628898003017,1.21043174828211,high,2072.000000000008,0.10341472785189043,0
L,298.8,310.0,1537,39.9,190,0,0,0,0,0,0,True,False,11.199999999999989,61326.299999999996,0.025959661678594665,0.6023870860748813,0.003747301857998253,0.009906623289373024,0.008718083838020458,1.2889812264247278,high,2127.9999999999977,0.1872027790667401,0
M,298.8,310.1,1501,48.7,192,0,0,0,0,0,0,False,True,11.300000000000011,73098.7,0.03244503664223851,0.6023870860748813,0.06365021357360791,0.21070524860181059,0.8740242677277781,1.3204010176817749,high,2169.600000000002,0.14016035952000577,0
M,298.7,309.9,1654,29.1,195,0,0,0,0,0,0,False,True,11.199999999999989,48131.4,0.017593712212817414,0.6523806198133577,0.07114481728960442,0.642688908976049,1.0920836971233179,1.3675307045673453,high,2183.9999999999977,0.1514598924196593,0
M,298.7,310.0,1519,38.1,198,0,0,0,0,0,0,False,True,11.300000000000011,57873.9,0.025082290980908493,0.6523806198133577,0.003747301857998253,0.11030593594559181,0.1892790193855698,1.4146603914529159,high,2237.4000000000024,0.1916418902055484,0
L,298.7,309.9,1371,51.3,201,0,0,0,0,0,0,True,False,11.199999999999989,70332.3,0.037417943107221005,0.6523806198133577,0.07114481728960442,0.9358113955633907,1.134834507963127,1.4617900783384865,high,2251.1999999999975,0.1409450905434237,0
L,298.7,309.8,1181,65.9,203,1,0,0,0,1,0,True,False,11.100000000000023,77827.90000000001,0.055800169348010166,0.6523806198133577,0.13854233272117228,1.9955819180457,2.599384318515475,1.4932098695955336,high,2253.3000000000047,-0.00232083430911445,1
L,298.6,309.8,1469,42.8,205,0,0,0,0,0,0,True,False,11.199999999999989,62873.2,0.029135466303607895,0.7023741535518057,0.13854233272117228,0.38919291554619956,0.2821856456552538,1.5246296608525807,high,2295.9999999999977,0.1864973421631519,0
L,298.6,309.8,1637,34.6,207,0,0,0,0,0,0,True,False,11.199999999999989,56640.200000000004,0.021136224801466097,0.7023741535518057,0.13854233272117228,0.5478673359118424,0.540369727394694,1.5560494521096278,high,2318.399999999998,0.16372156612865824,0
L,298.6,309.8,1370,56.0,0,0,0,0,0,0,0,True,False,11.199999999999989,76720.0,0.040875912408759124,0.7023741535518057,0.13854233272117228,0.9413891351554028,1.6062991730039513,1.6958989429947442,low,0.0,0.09131465600662025,0
L,298.6,309.9,1630,30.6,2,0,0,0,0,0,0,True,False,11.299999999999955,49878.0,0.018773006134969326,0.7023741535518057,0.07114481728960442,0.5088231587677573,0.9416162508336933,1.6644791517376971,low,22.59999999999991,0.14284703695002277,0
L,298.6,310.0,1517,39.0,4,0,0,0,0,0,0,True,False,11.399999999999977,59163.0,0.025708635464733027,0.7023741535518057,0.003747301857998253,0.12146141512961611,0.09899855161179513,1.63305936048065,low,45.59999999999991,0.17712136325278877,0
M,298.6,309.9,1668,32.3,6,0,0,0,0,0,0,False,True,11.299999999999955,53876.399999999994,0.01936450839328537,0.7023741535518057,0.07114481728960442,0.7207772632642192,0.771086478372119,1.601639569223603,low,67.79999999999973,0.14995453791225066,0
M,298.6,309.9,1818,24.9,9,0,0,0,0,0,0,False,True,11.299999999999955,45268.2,0.013696369636963695,0.7023741535518057,0.07114481728960442,1.5574382020660424,1.5133925467342673,1.5545098823380323,low,101.69999999999959,0.09250457274951629,0
M,298.6,310.0,1541,36.9,12,0,0,0,0,0,0,False,True,11.399999999999977,56862.899999999994,0.023945489941596364,0.7023741535518057,0.003747301857998253,0.012404335078675595,0.30965297641726985,1.5073801954524617,low,136.79999999999973,0.17814370541388752,0
L,298.5,309.9,1482,42.1,15,0,0,0,0,0,0,True,False,11.399999999999977,62392.200000000004,0.028407557354925776,0.752367687290282,0.07114481728960442,0.3166823008500415,0.21196750405342937,1.460250508566891,low,170.99999999999966,0.1846724971696495,0
L,298.6,310.1,1439,49.9,17,0,0,0,0,0,0,True,False,11.5,71806.09999999999,0.03467685892981237,0.7023741535518057,0.06365021357360791,0.5565251033065641,0.9943982247594775,1.428830717309844,low,195.5,0.149786257809354,0
L,298.5,310.0,1492,41.2,19,0,0,0,0,0,0,True,False,11.5,61470.4,0.02761394101876676,0.752367687290282,0.003747301857998253,0.26090490492991997,0.1216870362796547,1.397410926052797,low,218.5,0.1829975807808964,0
L,298.4,309.9,1725,27.8,21,0,0,0,0,0,0,True,False,11.5,47955.0,0.016115942028985506,0.8023612210287584,0.07114481728960442,1.038708420008912,1.2224888172409927,1.3659911347957499,low,241.5,0.12172796454779838,0
L,298.4,310.0,1559,44.2,23,0,0,0,0,0,0,True,False,11.600000000000023,68907.8,0.028351507376523415,0.8023612210287584,0.003747301857998253,0.11280364773489437,0.4226219288589041,1.3345713435387028,low,266.8000000000005,0.16465095694345827,0
L,298.5,310.0,1435,42.5,25,0,0,0,0,0,0,True,False,11.5,60987.5,0.029616724738675958,0.752367687290282,0.003747301857998253,0.5788360616746128,0.2520921563973291,1.3031515522816557,low,287.5,0.18709037980821913,0
M,298.6,310.0,1512,37.5,27,0,0,0,0,0,0,False,True,11.399999999999977,56700.0,0.0248015873015873,0.7023741535518057,0.003747301857998253,0.14935011308967688,0.24946599790141982,1.2717317610246086,low,307.7999999999994,0.19169342297671083,0
L,298.6,309.9,1564,37.1,30,0,0,0,0,0,0,True,False,11.299999999999955,58024.4,0.023721227621483376,0.7023741535518057,0.07114481728960442,0.14069234569495515,0.2895906502453196,1.224602074139038,low,338.99999999999864,0.19794182479938566,0
L,298.6,310.0,1522,40.3,32,0,0,0,0,0,0,True,False,11.399999999999977,61336.6,0.02647831800262812,0.7023741535518057,0.003747301857998253,0.09357271716955534,0.03140656850587931,1.193182282881991,low,364.7999999999993,0.1962110830466337,0
L,298.6,309.9,1356,59.5,34,0,0,0,0,0,0,True,False,11.299999999999955,80682.0,0.04387905604719764,0.7023741535518057,0.07114481728960442,1.019477489443573,1.9573898810130756,1.1617624916249438,low,384.19999999999845,0.054914036308235326,0
L,298.6,309.9,1556,38.6,36,0,0,0,0,0,0,True,False,11.299999999999955,60061.600000000006,0.02480719794344473,0.7023741535518057,0.07114481728960442,0.09607042895885791,0.1391232039556949,1.1303427003678967,low,406.79999999999836,0.19524558768172268,0
L,298.6,309.9,1393,45.5,38,0,0,0,0,0,0,True,False,11.299999999999955,63381.5,0.032663316582914576,0.7023741535518057,0.07114481728960442,0.8131011245391233,0.5530270489765785,1.0989229091108497,low,429.3999999999983,0.17929812753783814,0
L,298.7,309.9,1753,26.8,40,0,0,0,0,0,0,True,False,11.199999999999989,46980.4,0.015288077581289219,0.6523806198133577,0.07114481728960442,1.1948851285852524,1.3228004481007425,1.0675031178538026,low,447.99999999999955,0.13648750728413384,0
L,298.7,309.9,1651,29.5,42,0,0,0,0,0,0,True,False,11.199999999999989,48704.5,0.017867958812840704,0.6523806198133577,0.07114481728960442,0.6259556902000126,1.051959044779418,1.0360833265967555,low,470.3999999999995,0.15454276075937284,0
L,298.7,309.9,1372,54.7,44,0,0,0,0,0,0,True,False,11.199999999999989,75048.40000000001,0.039868804664723034,0.6523806198133577,0.07114481728960442,0.9302336559713785,1.475894052886277,1.0046635353397084,low,492.7999999999995,0.12120493088481354,0
L,298.7,309.9,1446,43.3,46,0,0,0,0,0,0,True,False,11.199999999999989,62611.799999999996,0.02994467496542185,0.6523806198133577,0.07114481728960442,0.5174809261624791,0.3323414610851287,0.9732437440826615,low,515.1999999999995,0.20033506689782288,0
M,298.7,309.8,1501,44.7,48,0,0,0,0,0,0,False,True,11.100000000000023,67094.7,0.029780146568954034,0.6523806198133577,0.13854233272117228,0.21070524860181059,0.47277774428877894,0.9418239528256144,low,532.8000000000011,0.19871819374024058,0
M,298.7,309.9,1411,45.1,51,0,0,0,0,0,0,False,True,11.199999999999989,63636.1,0.03196314670446492,0.6523806198133577,0.07114481728960442,0.7127018118829045,0.5129023966326788,0.8946942659400438,low,571.1999999999994,0.1920606303796371,0
H,298.6,309.7,1672,27.5,54,0,0,0,0,0,0,False,False,11.099999999999966,45980.0,0.01644736842105263,0.7023741535518057,0.20593984815277844,0.7430882216322678,1.2525823064989177,0.8475645790544731,low,599.3999999999982,0.14760608733548214,0
M,298.7,309.8,1475,40.5,59,0,0,0,0,0,0,False,True,11.100000000000023,59737.5,0.02745762711864407,0.6523806198133577,0.13854233272117228,0.3557264779941266,0.05146889467782956,0.7690151009118555,low,654.9000000000013,0.20822508010397306,0
L,298.7,309.8,1469,38.4,62,0,0,0,0,0,0,True,False,11.100000000000023,56409.6,0.026140231449965964,0.6523806198133577,0.13854233272117228,0.38919291554619956,0.15918553012764514,0.7218854140262849,med,688.2000000000014,0.20126596553752096,0
L,298.6,309.8,1704,28.3,64,0,0,0,0,0,0,True,False,11.199999999999989,48223.200000000004,0.016607981220657278,0.7023741535518057,0.13854233272117228,0.9215758885766568,1.1723330018111178,0.6904656227692378,med,716.7999999999993,0.14826365986654955,0
H,298.6,309.7,1463,39.1,66,0,0,0,0,0,0,False,False,11.099999999999966,57203.3,0.026725905673274094,0.7023741535518057,0.20593984815277844,0.42265935309827246,0.08896738852582001,0.6590458315121908,med,732.5999999999977,0.20817078803061756,0
M,298.6,309.7,1280,64.1,71,0,0,0,0,0,0,False,True,11.099999999999966,82048.0,0.050078124999999994,0.7023741535518057,0.20593984815277844,1.4433856984364968,2.418823382967924,0.5804963533695731,med,788.0999999999976,0.018797968442685442,0
L,298.7,309.9,1464,38.0,74,0,0,0,0,0,0,True,False,11.199999999999989,55632.0,0.025956284153005466,0.6523806198133577,0.07114481728960442,0.41708161350626033,0.19931018247154492,0.5333666664840024,med,828.7999999999992,0.20081866467169357,0
L,298.6,309.8,1332,46.4,76,0,0,0,0,0,0,True,False,11.199999999999989,61804.799999999996,0.034834834834834835,0.7023741535518057,0.13854233272117228,1.1533432396518648,0.6433075167503531,0.5019468752269554,med,851.1999999999991,0.17576517001465147,0
L,298.5,309.7,1634,37.8,78,0,0,0,0,0,0,True,False,11.199999999999989,61765.2,0.02313341493268054,0.752367687290282,0.20593984815277844,0.5311341171358059,0.21937250864349517,0.47052708396990833,med,873.5999999999991,0.17575594451699822,0
M,298.6,309.8,1430,43.1,80,0,0,0,0,0,0,False,True,11.199999999999989,61633.0,0.030139860139860142,0.7023741535518057,0.13854233272117228,0.6067247596346735,0.31227913491317916,0.43910729271286125,med,895.9999999999991,0.20543216229884237,0
M,298.5,309.7,1523,44.6,83,0,0,0,0,0,0,False,True,11.199999999999989,67925.8,0.029284307288246884,0.752367687290282,0.20593984815277844,0.08799497757754318,0.4627465812028038,0.39197760582729063,med,929.599999999999,0.19435644819385883,0
M,298.5,309.7,1557,37.7,86,0,0,0,0,0,0,False,True,11.199999999999989,58698.9,0.024213230571612076,0.752367687290282,0.20593984815277844,0.10164816855087007,0.22940367172946957,0.34484791894172,med,963.199999999999,0.20684952414245278,0
L,298.5,309.6,1585,32.2,89,0,0,0,0,0,0,True,False,11.100000000000023,51037.00000000001,0.020315457413249215,0.752367687290282,0.2733373635843463,0.2578248771272104,0.7811176414580934,0.29771823205614945,med,987.900000000002,0.19421840977619848,0
H,298.5,309.6,1579,33.5,91,0,0,0,0,0,0,False,False,11.100000000000023,52896.5,0.02121595946801773,0.752367687290282,0.2733373635843463,0.22435843957513746,0.650712521340419,0.26629844079910236,med,1010.1000000000021,0.19656731459453836,0
M,298.5,309.7,1354,60.8,96,0,0,0,0,0,0,False,True,11.199999999999989,82323.2,0.044903988183161,0.752367687290282,0.20593984815277844,1.0306329686275972,2.08779500113075,0.18774896265648466,med,1075.199999999999,0.059924850401103846,0
L,298.6,309.7,1627,33.4,99,0,0,0,0,0,0,True,False,11.099999999999966,54341.799999999996,0.02052858020897357,0.7023741535518057,0.20593984815277844,0.4920899399917209,0.6607436844263941,0.14061927577091407,med,1098.8999999999967,0.1884673818336517,0
L,298.4,309.6,1477,35.6,101,0,0,0,0,0,0,True,False,11.200000000000045,52581.200000000004,0.024102911306702775,0.8023612210287584,0.2733373635843463,0.3445709988101023,0.44005809653494427,0.10919948451386699,med,1131.2000000000046,0.18824024460988148,0
M,298.3,309.4,1595,29.0,103,0,0,0,0,0,0,False,True,11.099999999999966,46255.0,0.01818181818181818,0.8523547547672063,0.4081323944475586,0.31360227304733196,1.102114860209293,0.07777969325681992,med,1143.2999999999965,0.16673392269515847,0
L,298.4,309.5,1520,38.1,106,0,0,0,0,0,0,True,False,11.100000000000023,57912.0,0.02506578947368421,0.8023612210287584,0.34073487901595245,0.10472819635357965,0.1892790193855698,0.030650006371249313,med,1176.6000000000024,0.21629675051111535,0
L,298.3,309.4,1618,31.5,108,0,0,0,0,0,0,True,False,11.099999999999966,50967.0,0.01946847960444994,0.8523547547672063,0.4081323944475586,0.4418902836636115,0.8513357830599185,0.0007697848857977568,med,1198.7999999999963,0.1914603797644564,0
L,298.4,309.5,1397,50.3,110,0,0,0,0,0,0,True,False,11.100000000000023,70269.09999999999,0.03600572655690766,0.8023612210287584,0.34073487901595245,0.7907901661710747,1.0345228771033772,0.03218957614284483,med,1221.0000000000025,0.17747906594217666,0
L,298.4,309.5,1450,47.9,112,0,0,0,0,0,0,True,False,11.100000000000023,69455.0,0.03303448275862069,0.8023612210287584,0.34073487901595245,0.49516996779443045,0.7937749630399779,0.0636093673998919,med,1243.2000000000025,0.1939733271503037,0
M,298.5,309.5,1501,40.2,114,0,0,0,0,0,0,False,True,11.0,60340.200000000004,0.026782145236508997,0.752367687290282,0.34073487901595245,0.21070524860181059,0.021375405419904906,0.09502915865693898,med,1254.0,0.2170084809107085,0
L,298.4,309.4,1392,50.1,117,0,0,0,0,0,0,True,False,11.0,69739.2,0.03599137931034483,0.8023612210287584,0.4081323944475586,0.8186788641311354,1.0144605509314277,0.14215884554250957,med,1287.0,0.17898691000958983,0
L,298.4,309.4,1385,43.2,119,0,0,0,0,0,0,True,False,11.0,59832.00000000001,0.031191335740072205,0.8023612210287584,0.4081323944475586,0.8577230412752205,0.3223102979991543,0.17357863679955665,med,1309.0,0.19906011567994059,0
L,298.4,309.4,1461,46.3,121,0,0,0,0,0,0,True,False,11.0,67644.3,0.03169062286105407,0.8023612210287584,0.4081323944475586,0.4338148322822968,0.6332763536643781,0.20499842805660373,med,1331.0,0.20812140723674327,0
M,298.5,309.6,1364,58.7,123,0,0,0,0,0,0,False,True,11.100000000000023,80066.8,0.04303519061583578,0.752367687290282,0.2733373635843463,0.9748555727074758,1.877140576325276,0.23641821931365078,med,1365.300000000003,0.09244487976646687,0
L,298.5,309.5,1579,38.6,126,0,0,0,0,0,0,True,False,11.0,60949.4,0.024445851804939835,0.752367687290282,0.34073487901595245,0.22435843957513746,0.1391232039556949,0.2835479061992214,med,1386.0,0.20060785970920914,0
M,298.4,309.5,1514,38.8,128,0,0,0,0,0,0,False,True,11.100000000000023,58743.2,0.025627476882430646,0.8023612210287584,0.34073487901595245,0.1381946339056526,0.11906087778374537,0.31496769745626846,med,1420.800000000003,0.21226481759577753,0
M,298.3,309.5,1560,36.9,131,0,0,0,0,0,0,False,True,11.199999999999989,57564.0,0.023653846153846154,0.8523547547672063,0.34073487901595245,0.11838138732690653,0.30965297641726985,0.3620973843418391,med,1467.1999999999985,0.2063098416382303,0
L,298.3,309.5,1542,36.7,134,0,0,0,0,0,0,True,False,11.199999999999989,56591.4,0.023800259403372246,0.8523547547672063,0.34073487901595245,0.01798207467068775,0.3297153025892194,0.4092270712274097,med,1500.7999999999984,0.2071988770868025,0
L,298.3,309.4,1668,27.1,136,0,0,0,0,0,0,True,False,11.099999999999966,45202.8,0.016247002398081536,0.8523547547672063,0.4081323944475586,0.7207772632642192,1.2927069588428175,0.4406468624844568,med,1509.5999999999954,0.15602871734998242,0
M,298.3,309.4,1816,22.6,138,0,0,0,0,0,0,False,True,11.099999999999966,41041.600000000006,0.012444933920704846,0.8523547547672063,0.4081323944475586,1.5462827228820182,1.7441092977116917,0.4720666537415038,med,1531.7999999999952,0.11296069422638755,0
M,298.3,309.4,1509,34.2,141,0,0,0,0,0,0,False,True,11.099999999999966,51607.8,0.022664015904572565,0.8523547547672063,0.4081323944475586,0.16608333186571336,0.5804943797385939,0.5191963406270744,high,1565.0999999999951,0.19578718392678934,0
L,298.4,309.6,1479,37.8,144,0,0,0,0,0,0,True,False,11.200000000000045,55906.2,0.025557809330628803,0.8023612210287584,0.2733373635843463,0.333415519626078,0.21937250864349517,0.566326027512645,high,1612.8000000000065,0.20160220607554408,0
L,298.4,309.6,1655,30.2,146,0,0,0,0,0,0,True,False,11.200000000000045,49981.0,0.01824773413897281,0.8023612210287584,0.2733373635843463,0.6482666485680613,0.9817409031775933,0.5977458187696921,high,1635.2000000000066,0.17542678093384073,0
L,298.3,309.5,1711,30.3,148,0,0,0,0,0,0,True,False,11.199999999999989,51843.3,0.01770894213909994,0.8523547547672063,0.34073487901595245,0.9606200657207419,0.9717097400916183,0.6291656100267392,high,1657.5999999999983,0.15995587348451762,0
L,298.4,309.7,1581,34.6,150,0,0,0,0,0,0,True,False,11.300000000000011,54702.600000000006,0.021884882985452245,0.8023612210287584,0.20593984815277844,0.23551391875916178,0.540369727394694,0.6605854012837863,high,1695.0000000000018,0.19530698454694867,0
H,298.6,309.8,1279,55.9,152,0,0,0,0,0,0,False,False,11.199999999999989,71496.09999999999,0.04370602032838155,0.7023741535518057,0.13854233272117228,1.448963438028509,1.5962680099179762,0.6920051925408334,high,1702.3999999999983,0.08516734756334343,0
L,298.5,309.8,1468,40.9,157,0,0,0,0,0,0,True,False,11.300000000000011,60041.2,0.027861035422343323,0.752367687290282,0.13854233272117228,0.3947706551382117,0.09159354702172934,0.770554670683451,high,1774.1000000000017,0.19758299259296874,0
L,298.4,309.7,1419,41.3,159,0,0,0,0,0,0,True,False,11.300000000000011,58604.7,0.02910500352360817,0.8023612210287584,0.20593984815277844,0.6680798951468072,0.13171819936562912,0.801974461940498,high,1796.7000000000019,0.19244120075156051,0
L,298.4,309.7,1530,38.6,161,0,0,0,0,0,0,True,False,11.300000000000011,59058.0,0.025228758169934643,0.8023612210287584,0.20593984815277844,0.048950800433458105,0.1391232039556949,0.8333942531975451,high,1819.3000000000018,0.19942742512574646,0
L,298.4,309.6,1710,27.3,163,1,0,0,0,0,0,True,False,11.200000000000045,46683.0,0.015964912280701755,0.8023612210287584,0.2733373635843463,0.9550423261287297,1.2726446326708676,0.8648140444545922,high,1825.6000000000074,0.1513804587824532,0
L,298.4,309.7,1518,39.8,165,0,0,0,0,0,0,True,False,11.300000000000011,60416.399999999994,0.02621870882740448,0.8023612210287584,0.20593984815277844,0.11588367553760397,0.01874924692399558,0.8962338357116393,high,1864.5000000000018,0.1944436958589542,0
M,298.4,309.7,1679,33.3,167,0,0,0,0,0,0,False,True,11.300000000000011,55910.7,0.019833234067897557,0.8023612210287584,0.20593984815277844,0.7821323987763529,0.6707748475123693,0.9276536269686864,high,1887.100000000002,0.16321996481576312,0
M,298.4,309.7,1870,22.5,170,0,0,0,0,0,0,False,True,11.300000000000011,42075.0,0.012032085561497326,0.8023612210287584,0.20593984815277844,1.8474806608506744,1.7541404607976667,0.974783313854257,high,1921.0000000000018,0.09390776601914019,0
L,298.3,309.7,1484,44.3,173,0,0,0,0,0,0,True,False,11.399999999999977,65741.2,0.02985175202156334,0.8523547547672063,0.20593984815277844,0.3055268216660172,0.4326530919448785,1.0219130007398276,high,1972.1999999999962,0.1818579318122147,0
L,298.4,309.7,1457,44.2,175,0,0,0,0,0,0,True,False,11.300000000000011,64399.4,0.0303363074811256,0.8023612210287584,0.20593984815277844,0.45612579065034536,0.4226219288589041,1.0533327919968747,high,1977.500000000002,0.19081743044325755,0
H,298.3,309.6,1546,36.2,177,0,0,0,0,0,0,False,False,11.300000000000011,55965.200000000004,0.023415265200517465,0.8523547547672063,0.2733373635843463,0.04029303303873637,0.37987111801909423,1.0847525832539218,high,2000.100000000002,0.18968088935508975,0
M,298.2,309.5,1478,36.5,182,0,0,0,0,0,0,False,True,11.300000000000011,53947.0,0.02469553450608931,0.9023482885056827,0.34073487901595245,0.33899325921809015,0.3497776287611696,1.1633020613965395,high,2056.600000000002,0.1895295202644537,0
L,298.2,309.4,1447,47.1,185,0,0,0,0,0,0,True,False,11.199999999999989,68153.7,0.03255010366275052,0.9023482885056827,0.4081323944475586,0.511903186570467,0.7135256583521783,1.21043174828211,high,2071.9999999999977,0.1789762128452379,0
L,298.2,309.4,1443,45.4,187,0,0,0,0,0,0,True,False,11.199999999999989,65512.2,0.03146223146223146,0.9023482885056827,0.4081323944475586,0.5342141449385156,0.5429958858906034,1.2418515395391572,high,2094.399999999998,0.18862787207184772,0
L,298.3,309.6,1527,30.9,189,0,0,0,0,0,0,True,False,11.300000000000011,47184.299999999996,0.020235756385068762,0.8523547547672063,0.2733373635843463,0.06568401920949457,0.9115227615757686,1.2732713307962042,high,2135.700000000002,0.16111935711041836,0
M,298.3,309.6,1469,54.8,191,0,0,0,0,0,0,False,True,11.300000000000011,80501.2,0.037304288631722256,0.8523547547672063,0.2733373635843463,0.38919291554619956,1.4859252159722514,1.3046911220532513,high,2158.300000000002,0.07644997996167968,0
M,298.3,309.6,1681,27.1,194,0,0,0,0,0,0,False,True,11.300000000000011,45555.100000000006,0.016121356335514574,0.8523547547672063,0.2733373635843463,0.7932878779603773,1.2927069588428175,1.3518208089388217,high,2192.200000000002,0.13127942523482178,0
L,298.3,309.6,1420,44.1,197,0,0,0,0,0,0,True,False,11.300000000000011,62622.0,0.031056338028169015,0.8523547547672063,0.2733373635843463,0.6625021555547951,0.41259076577292897,1.3989504958243923,high,2226.100000000002,0.18882324298008835,0
M,298.3,309.5,1543,49.9,199,0,0,0,0,0,0,False,True,11.199999999999989,76995.7,0.03233959818535321,0.8523547547672063,0.34073487901595245,0.023559814262699905,0.9943982247594775,1.4303702870814394,high,2228.799999999998,0.1078779639074493,0
L,298.4,309.5,1376,50.4,202,0,0,0,0,0,0,True,False,11.100000000000023,69350.4,0.03662790697674419,0.8023612210287584,0.34073487901595245,0.9079226976033299,1.0445540401893523,1.47749997396701,high,2242.2000000000044,0.15269090290528742,0
H,298.3,309.4,1631,29.8,0,0,0,0,0,0,0,False,False,11.099999999999966,48603.8,0.018270999386879216,0.8523547547672063,0.4081323944475586,0.5144008983597695,1.021865555521493,1.6958989429947442,low,0.0,0.13658856970831817,0
H,298.3,309.3,1529,41.7,5,0,0,0,0,0,0,False,False,11.0,63759.3,0.027272727272727275,0.8523547547672063,0.47552990987912647,0.05452854002547026,0.1718428517095296,1.6173494648521265,low,55.0,0.19214201816191473,0
L,298.3,309.4,1468,46.2,10,0,0,0,0,0,0,True,False,11.099999999999966,67821.6,0.03147138964577657,0.8523547547672063,0.4081323944475586,0.3947706551382117,0.6232451905784037,1.5387999867095088,low,110.99999999999966,0.18338766525443428,0
L,298.3,309.4,1378,52.3,12,0,0,0,0,0,0,True,False,11.099999999999966,72069.4,0.037953555878084175,0.8523547547672063,0.4081323944475586,0.8967672184193056,1.2351461388228768,1.5073801954524617,low,133.1999999999996,0.1323037619109002,0
L,298.3,309.3,1401,51.9,14,0,0,0,0,0,0,True,False,11.0,72711.9,0.037044967880085655,0.8523547547672063,0.47552990987912647,0.768479207803026,1.195021486478977,1.4759604041954146,low,154.0,0.1414800799786014,0
L,298.4,309.3,1531,37.4,16,0,0,0,0,0,0,True,False,10.900000000000034,57259.4,0.02442847811887655,0.8023612210287584,0.47552990987912647,0.04337306084144595,0.25949716098739495,1.4445406129383676,low,174.40000000000055,0.19595258076112865,0
